,RA_ICRS,DE_ICRS,e_RA_ICRS,e_DE_ICRS,mem_prob
1438,106.01294450021,1.02227235445,0.0315,0.0296,1.0
1442,106.00429031677,1.02953175682,0.0294,0.0274,1.0
1444,106.01173920747,1.02068109173,0.1451,0.1328,1.0
1445,105.99735081278,1.03240272047,0.6319,0.6106,1.0
1447,106.01276849326,1.02877119591,0.1794,0.1606,1.0
1448,105.98113630426,1.0290334392,0.1892,0.1617,1.0
1451,105.99174018189,1.02533230194,0.0302,0.0282,1.0
1454,105.98906048299,1.01587869697,0.0554,0.0527,0.7961559182733811
1457,105.98393485242,1.02138719624,0.2111,0.2136,1.0
1465,105.98126834025,1.02457419103,0.2212,0.1995,1.0
1466,106.0106863743,1.03108168195,0.0409,0.0383,1.0
1469,105.9988490504,1.01769023544,0.2095,0.1927,0.9537307788764616
1470,105.98297330866,1.02201959576,0.0499,0.0463,1.0
1471,105.98639054968,1.02599634656,0.1968,0.1786,1.0
1473,105.98900403947,1.01833753471,0.1163,0.1072,1.0
1474,106.00457819048,1.01829080727,0.1509,0.1369,1.0
1478,106.01045401254,1.01952218972,0.0329,0.0309,0.8947769716849785
1479,106.00910893906,1.01920352111,0.2562,0.2344,1.0
1480,105.99761014001,1.03636090671,0.0303,0.0282,1.0
1481,105.98262833599,1.02891061515,0.0729,0.0672,1.0
1484,106.00320357824,1.03554979637,0.1788,0.1623,1.0
1490,106.1402891663,0.92670158446,0.2384,0.2218,0.9126521209938445
1494,106.14514988833,0.9292948781,0.0369,0.0338,1.0
1495,106.14319638076,0.931620037,0.1514,0.1261,0.799702970660217
1501,106.15878772237,0.93730921862,0.0272,0.0253,1.0
1516,106.16736903129,0.96358385756,0.1265,0.1142,0.803119448204154
1529,106.17552873255,0.9691968634,0.1427,0.1292,0.9332406329925764
1530,106.1769800302,0.97001269398,0.3088,0.299,1.0
1531,106.18303312205,0.97797768118,0.0253,0.0232,1.0
1534,106.1814276617,0.97263936681,0.2249,0.2025,1.0
1539,106.12629812615,0.93459435346,0.0468,0.0415,1.0
1540,106.12322396136,0.96064074085,0.1649,0.1519,1.0
1541,106.13262345302,0.96143749801,0.18,0.1629,1.0
1542,106.11034386853,0.95196779746,0.0626,0.059,1.0
1543,106.12766323825,0.9374229584,0.1243,0.1195,1.0
1544,106.1141701144,0.95007498563,0.0522,0.0493,1.0
1545,106.12551680492,0.93988792107,0.1218,0.1161,1.0
1546,106.12396359591,0.93839882,0.0549,0.0519,1.0
1548,106.12381858318,0.950063974,0.1095,0.1002,1.0
1551,106.13729014636,0.95939413813,0.0521,0.048,1.0
1554,106.112931184,0.95626060703,0.2315,0.2324,0.7469009335673209
1556,106.12421316837,0.95655318117,0.1099,0.0991,0.8865253493108632
1557,106.13956528773,0.95625226315,0.068,0.0623,0.8898742607802044
1560,106.13187019214,0.95272930022,0.0588,0.0534,1.0
1564,106.14493321518,0.95407725945,0.158,0.1454,0.8037325613588436
1571,106.14128856134,0.95386769029,0.2605,0.2355,0.962839323137874
1574,106.12178044092,0.94929004037,0.7108,0.744,0.7582555822400869
1575,106.11760692896,0.94885375284,0.1569,0.1524,0.8392680474923205
1578,106.12762798769,0.96152161322,0.1079,0.0983,0.7608642536992726
1581,106.13514103945,0.94545018864,0.2783,0.2476,0.861044702485046
1584,106.16795379352,0.97188018481,0.1887,0.1719,1.0
1587,106.14247699684,0.96922337824,0.2949,0.2638,0.7646188208746106
1588,106.15055281813,0.96942134164,0.0889,0.0812,0.8566409226879078
1597,106.1556625169,0.95938091412,0.2116,0.1919,1.0
1604,106.14819016289,0.96199039408,0.0896,0.0822,1.0
1610,106.16067063371,0.96039956371,0.103,0.0936,0.9202085565728614
1612,106.15129029905,0.97782403242,0.6376,0.6633,1.0
1617,106.14818366121,0.97405051392,0.1371,0.1233,1.0
1620,106.14049312171,0.96495696235,0.7546,0.7229,1.0
1621,106.16212669434,0.97024490178,0.1035,0.0947,0.7746894393427523
1624,106.11693512278,0.97150577662,0.2622,0.2384,1.0
1625,106.10406805746,0.96543520021,0.2154,0.203,0.9273401047869325
1627,106.10687682907,0.96853374726,0.0694,0.0635,0.8143291816167194
1630,106.12301846863,0.96912286004,0.22,0.2021,0.8469367329292837
1632,106.11934752029,0.96384634353,0.0435,0.0413,0.8129445026208737
1634,106.0972063581,0.96240104983,0.1424,0.1296,1.0
1635,106.10510405241,0.96249204462,0.4654,0.4695,0.9412729207764613
1638,106.11295573254,0.96352639894,0.133,0.12,1.0
1639,106.11452928636,0.97481327805,0.1248,0.1144,1.0
1640,106.099534748,0.9620508639,0.2195,0.1964,0.9221250502825855
1652,106.12055082559,0.97605131994,0.1613,0.1463,1.0
1658,106.12142879306,0.97392256929,0.0504,0.0463,1.0
1659,106.10452575025,0.9850676855,0.1959,0.1767,0.7559321084652353
1665,106.1087122891,0.97552193442,0.1417,0.1285,0.782094300679643
1671,106.1322397866,1.00112720259,0.0865,0.0768,1.0
1672,106.13346026536,0.99254629947,0.102,0.0931,1.0
1675,106.11891933703,0.98651171371,0.0462,0.0422,0.916655043250829
1678,106.11750739995,0.98925648531,0.5464,0.5507,1.0
1688,106.13139080537,0.99068512369,0.0429,0.04,1.0
1692,106.11717575248,0.99320365224,0.0617,0.0577,1.0
1693,106.11700631862,0.99021702893,0.1851,0.1662,1.0
1694,106.11209992907,0.98920904673,0.0301,0.0255,1.0
1699,106.11990288194,0.98123195493,0.1623,0.1479,1.0
1701,106.11946072846,0.98890362311,1.1866,1.1478,0.8480347526499068
1704,106.14287741781,0.98390099392,0.4146,0.4212,0.820620792937708
1712,106.12290253828,0.9846511338,0.0437,0.0406,1.0
1715,106.13110058861,0.97385333401,0.0436,0.0406,1.0
1719,106.17618995138,0.98357990738,0.1162,0.1053,1.0
1720,106.17009621199,1.0033981939,0.0548,0.0505,0.8136741561996028
1723,106.17819761674,0.9909427207,0.0456,0.0417,1.0
1726,106.18323836008,0.99604346982,0.2308,0.2089,0.8474658025367476
1730,106.17062188191,0.98151860848,0.1176,0.107,1.0
1737,106.16487915737,0.99161443595,0.1661,0.15,1.0
1741,106.16547506037,0.98672841035,0.3094,0.2905,0.9938847051270016
1742,106.17004718114,0.99123763321,0.6083,0.6896,1.0
1745,106.17245567594,0.9776432505,0.0853,0.0777,1.0
1746,106.17293071544,0.97929967524,0.2256,0.2035,1.0
1748,106.17620256212,0.98394924894,0.1725,0.1544,0.9303241430675596
1751,106.16442294968,0.98562471899,0.651,0.6879,1.0
1754,106.17265756719,0.99891485678,0.5286,0.563,0.8005879138586366
1758,106.19216526108,1.01042464824,0.0509,0.0477,1.0
1759,106.18208309433,1.01560085737,0.0717,0.0652,0.9605063171478773
1760,106.18058602756,1.00290643272,0.0787,0.0723,0.8568328311567843
1762,106.18745897978,1.01980495749,0.0666,0.0623,1.0
1768,106.19234778697,1.02129615432,0.4258,0.4292,0.9005664428613596
1772,106.19331513034,1.01898676991,0.1057,0.0961,0.7781756727373824
1773,106.18441017262,1.01212226171,0.1259,0.1145,1.0
1776,106.19462649449,1.01891086403,0.096,0.0929,0.9768154136911719
1777,106.16909587511,1.00605733369,0.0629,0.0588,0.9970662428288126
1780,106.14502378136,1.0057957235,0.1641,0.1474,0.7539628406723605
1781,106.16731041127,1.0069055059,0.0965,0.0886,1.0
1782,106.16635088974,1.00516906497,0.1453,0.1306,1.0
1783,106.15857088229,1.00000410315,0.0887,0.0806,0.8503601050943717
1786,106.16061836127,1.00366385468,0.5398,0.5281,0.8722438995698161
1788,106.16628418454,1.00697827238,0.1338,0.1205,1.0
1790,106.15592161651,1.01993729498,0.062,0.057,1.0
1795,106.15216321692,0.99933442358,0.4662,0.4619,0.9363358845367984
1796,106.16082702516,1.01162073586,0.1332,0.1214,1.0
1799,106.14983639367,1.0128123867,0.0813,0.0739,1.0
1804,106.1588054972,1.01386987122,0.0774,0.0704,0.8273626168172575
1811,106.1343518634,1.01014105744,0.2379,0.2117,0.8437541454276701
1815,106.16980641932,1.00821647957,0.3109,0.2896,0.9478698222257972
1816,106.16004140392,1.01223816049,0.0718,0.0664,0.9814800669335006
1817,106.15089976054,1.01790725474,0.2173,0.1961,0.7617160314755345
1818,106.15149185629,1.017721882,0.2292,0.2044,1.0
1819,106.17201264795,1.04308274338,0.1304,0.1159,0.9879450229579799
1822,106.17532834581,1.02993722699,0.2169,0.207,1.0
1823,106.17250505033,1.01789899671,0.1014,0.0951,1.0
1825,106.17644426696,1.01231127164,0.0428,0.0391,1.0
1827,106.18089981431,1.03408677019,0.0946,0.0866,0.8408123823640402
1831,106.18338038895,1.02751232257,0.034,0.0308,1.0
1832,106.1821395709,1.03402582945,0.223,0.1909,0.8702063672543825
1833,106.17333497001,1.03364370552,0.1144,0.1065,0.8813792314206408
1838,106.18340630404,1.03147425677,0.0281,0.0254,0.8093376105322507
1845,106.16171656053,1.02481639766,0.1953,0.1766,0.815120085229341
1859,106.17120874035,1.01708756124,0.0815,0.0741,0.9368403375701462
1872,106.1680117702,1.03328950396,0.0354,0.0322,1.0
1874,106.18534972009,1.03388708967,0.0617,0.0557,1.0
1883,106.18078011246,1.04143162158,0.073,0.066,1.0
1885,106.18498141049,1.03397055053,0.0985,0.0885,1.0
1886,106.19598075482,1.04585111878,0.0886,0.0796,0.8344754975794347
1888,106.18847064028,1.0399745876,0.0474,0.0435,0.89794152138819
1900,106.18879322461,1.04376870641,0.5297,0.5991,0.8626056649829708
1903,106.08450545552,0.98386689525,0.618,0.6574,0.8607294303709744
1904,106.09823614397,0.99256366762,0.026,0.0244,0.7340052235856783
1909,106.07426067391,0.98234424219,0.1117,0.109,1.0
1912,106.07155617605,0.98320255286,0.3191,0.3051,0.8024106295505324
1915,106.07664965185,0.99812773213,0.0408,0.0347,1.0
1919,106.06906421483,0.98877833046,0.3019,0.2797,1.0
1920,106.08131343264,0.99499006985,0.2103,0.1935,1.0
1921,106.08260863206,0.99459861812,0.1416,0.1321,1.0
1926,106.07604157139,0.99479658436,0.0591,0.058,1.0
1929,106.08922852247,0.98025370843,0.0846,0.0847,1.0
1935,106.0972262207,0.98623259309,0.0668,0.0623,1.0
1936,106.0781198409,1.00196803032,0.1068,0.0975,0.9223362287957592
1938,106.08444709806,0.9899610658,0.2093,0.2067,1.0
1941,106.0699869209,0.98922795493,0.053,0.0502,1.0
1943,106.07964188416,0.99630185319,0.0774,0.078,1.0
1945,106.08442816862,0.99061453924,0.1201,0.1191,1.0
1947,106.09300753968,0.98727526643,0.0744,0.0674,1.0
1953,106.10025900738,0.98400894317,0.0419,0.04,1.0
1958,106.08618724556,0.97269810203,0.2844,0.2631,1.0
1960,106.08691498734,1.0033842796,0.1474,0.1323,0.7961559182733811
1961,106.09420222576,1.00654766576,0.2629,0.2382,1.0
1974,106.12298035099,1.00941275169,0.0555,0.0519,0.9191459333983334
1977,106.10114499703,1.00883206008,0.1172,0.1084,0.9357371768652397
1979,106.10683334398,1.00652300802,0.3165,0.2919,1.0
1982,106.11001684011,1.0103571954,0.1608,0.1469,1.0
1984,106.10546693779,1.00058877171,0.192,0.176,1.0
1986,106.11441795689,1.0106153321,0.3332,0.2971,1.0
1987,106.11195198705,0.99551974527,0.0769,0.0717,0.7460981200676046
1990,106.10105262481,0.99427934656,0.1802,0.1616,1.0
1991,106.12415794416,1.00502440065,0.8598,1.0525,0.8730243630281185
1993,106.11577707626,1.01614770858,0.1277,0.1177,0.9244852038140264
1995,106.10795290058,1.02031880193,0.089,0.0812,1.0
1996,106.11062020155,0.99582845637,0.0873,0.0805,1.0
1997,106.08860810638,1.0047802712,0.0683,0.0666,1.0
2000,106.10505981176,1.01936127678,0.1645,0.149,1.0
2001,106.09729414494,0.9973228296,0.1011,0.0931,0.9180368815617643
2005,106.11454546086,0.99627496281,0.1582,0.1437,1.0
2006,106.09853926924,1.01135364658,0.3052,0.2839,0.8574667990012399
2011,106.1056583985,1.00719028693,0.0378,0.036,0.738645108495973
2013,106.10059696113,1.00754077225,0.1236,0.1147,1.0
2017,106.06571279921,1.00392300904,0.161,0.1503,0.9446386744871338
2018,106.06315034827,1.00482782605,0.1462,0.1353,1.0
2019,106.05954175659,1.0048952558,0.0317,0.0293,1.0
2021,106.06335124662,1.00745716236,0.0644,0.0584,1.0
2022,106.05690081507,0.9935529511,0.4899,0.4615,0.9126312268314589
2025,106.04633539429,1.01116632522,0.1132,0.1048,0.9667264684022507
2028,106.0472153724,1.00709845566,0.0917,0.0853,1.0
2029,106.06523849858,0.99632776497,0.134,0.1226,1.0
2031,106.0449381611,1.00782818127,0.1046,0.0976,1.0
2036,106.06274196504,1.00866182302,0.1234,0.1058,1.0
2037,106.06336104055,1.02427769204,0.1505,0.1372,1.0
2038,106.07381031993,1.00315806957,0.0672,0.063,1.0
2040,106.07217319739,0.99879109816,0.0471,0.0446,1.0
2047,106.05874682629,1.00132637594,0.0409,0.0388,1.0
2048,106.05361569385,1.00575186085,0.0627,0.0592,1.0
2051,106.05902275001,1.0190887559,0.0559,0.0544,1.0
2053,106.06205334246,0.99548096213,0.1968,0.165,1.0
2059,106.05646417082,0.99421124184,0.2747,0.2319,0.9063479259024758
2060,106.05360816361,1.01799860793,0.038,0.0357,1.0
2061,106.06780757167,1.0188749445,0.0359,0.0334,1.0
2062,106.07600346872,1.01294330824,0.1932,0.175,0.7359758041278309
2063,106.06735524692,1.02040517238,0.0402,0.0374,1.0
2064,106.06000290976,0.99725931478,0.2288,0.1932,0.8337179325398013
2066,106.07273883898,1.01444167207,0.0806,0.069,1.0
2071,106.06048597987,1.01544496931,0.529,0.5697,0.9802075106738105
2074,106.06672762765,1.01436474148,0.1084,0.0941,0.7389565557983955
2078,106.04410226723,1.00891229423,0.2137,0.1948,1.0
2079,106.04533336517,1.00848071316,0.1665,0.1591,1.0
2081,106.06713150424,1.00764854545,0.2008,0.195,0.7433712705016511
2083,106.05461798175,1.01393931793,0.1689,0.1557,1.0
2084,106.06150524362,1.01852887215,0.028,0.0262,1.0
2086,106.06250211597,1.02522732004,0.7024,0.7174,1.0
2088,106.07147986894,1.00165329006,0.1281,0.115,1.0
2089,106.07184135727,1.00497039176,0.1327,0.1166,1.0
2093,106.09973847079,1.0301781062,0.0632,0.0583,0.754360799123726
2102,106.08142807283,1.03436429494,0.1895,0.1725,0.9605063171478773
2103,106.06832557071,1.02329376957,0.0286,0.0264,1.0
2107,106.0793617655,1.03207156093,0.1861,0.1689,1.0
2109,106.09737545328,1.02858516225,0.1576,0.143,0.8947769716849785
2115,106.08157467903,1.02559425443,0.2622,0.2382,1.0
2116,106.10473319601,1.02532169374,0.3482,0.3046,0.8119525307516758
2121,106.07076895641,1.02261578624,0.148,0.1359,0.8975456059521236
2122,106.07165756819,1.01991406562,0.1618,0.167,0.7585687072712958
2124,106.08906623187,1.02255384666,0.1119,0.1021,1.0
2130,106.07477013794,1.02682611344,0.0985,0.0929,1.0
2131,106.07747048982,1.01704746899,0.0352,0.0322,1.0
2132,106.06793156131,1.02252902489,0.0533,0.05,1.0
2133,106.08244944693,1.04293331335,0.1377,0.1249,0.948714581215177
2134,106.06903314783,1.02311660504,0.1838,0.166,0.9385344459037174
2135,106.07779591953,1.02857548276,0.0975,0.0874,1.0
2137,106.07741643542,1.0262887308,0.0828,0.0759,1.0
2139,106.09533893415,1.0308346838,0.0532,0.047,1.0
2153,106.11888595836,1.03602031338,0.3595,0.3173,0.7991234930669713
2154,106.13130160938,1.0303205865,0.1162,0.1073,1.0
2156,106.13368698245,1.03129629975,0.1636,0.1488,1.0
2157,106.13500076102,1.03197831596,0.2535,0.2312,1.0
2158,106.11695120661,1.02902059253,0.4971,0.5212,1.0
2170,106.14008501838,1.02383219322,0.2356,0.2124,0.7542390906723521
2172,106.11636344916,1.02407600151,0.1071,0.0968,0.8895710204851653
2175,106.11679785327,1.02025096659,0.0264,0.0253,1.0
2176,106.13469026764,1.0219442106,0.0725,0.0678,1.0
2177,106.12693755582,1.02180029647,0.0811,0.0756,0.9141728545094953
2179,106.12634186574,1.01280139965,0.1784,0.1618,1.0
2180,106.1267759493,1.01813820904,0.4436,0.4754,0.7815355758076524
2185,106.12856373752,1.0102870378,0.178,0.1614,0.7480229346325653
2188,106.12948508454,1.03544801476,0.0706,0.0573,0.9185836617982853
2189,106.13429369942,1.04038427016,0.1014,0.093,1.0
2194,106.13347497034,1.04828009066,0.0937,0.081,1.0
2201,106.14850572324,1.05109887353,0.1208,0.1088,1.0
2203,106.13889266224,1.05092794747,0.1102,0.0935,1.0
2210,106.13786318149,1.04975633073,0.2223,0.19,0.9708190374525966
2214,106.15241903877,1.04730649675,0.6987,0.7535,1.0
2221,106.14177103377,1.05056927564,0.1561,0.1358,1.0
2222,106.14575663682,1.04357422877,0.1183,0.1068,0.7740000708124722
2227,106.11924343306,1.04186087337,0.0867,0.0788,1.0
2228,106.10642255893,1.02926469857,0.0684,0.0583,1.0
2231,106.09125965752,1.04614629259,0.2323,0.2085,1.0
2234,106.1061288836,1.03428953569,0.081,0.0738,1.0
2235,106.09575087119,1.03668069404,0.0935,0.0846,1.0
2239,106.11511700577,1.04326433772,0.2404,0.2073,1.0
2240,106.11722106943,1.04351707406,0.1381,0.1242,1.0
2247,106.1030175024,1.05267805697,0.2673,0.2381,0.749776013518527
2248,106.12371426247,1.04802953341,0.0317,0.0283,0.8730243630281185
2249,106.10887174249,1.02852167699,0.1618,0.1357,0.8652590140358669
2250,106.096138379,1.03782790073,0.1667,0.1456,1.0
2253,106.09315228544,1.04769220133,0.6244,0.5313,1.0
2258,106.12319096969,1.04686746769,0.1082,0.1038,0.9679547373211329
2262,106.09831509657,1.05589366194,0.3631,0.3423,0.8209584808266919
2263,106.10918917654,1.03548166815,0.2622,0.2389,1.0
2268,106.10172757396,1.03409196309,0.2324,0.1974,1.0
2273,106.09816093181,1.04837398006,0.0972,0.0879,1.0
2281,106.10739227,1.0514116356,0.2154,0.1924,1.0
2282,106.11666484155,1.03767997884,0.3795,0.3134,0.8000979178020191
2283,106.11258224495,1.04484615287,0.0813,0.0718,0.7873529306890683
2284,106.0978804154,1.04526550923,0.1754,0.1578,0.7709180482864987
2294,106.1265774241,1.06413219319,0.1631,0.1477,1.0
2296,106.11828527309,1.05516647086,0.0633,0.0588,0.7642807152887368
2298,106.13772751081,1.06235770463,0.0502,0.0434,1.0
2305,106.13055238642,1.05866049097,0.1606,0.1433,1.0
2311,106.12242632687,1.05279244618,0.0457,0.0427,1.0
2314,106.1339427301,1.05003940941,0.4088,0.4361,0.9306977635036713
2324,106.03537609289,1.01669884815,0.1242,0.1348,1.0
2325,106.05729901679,1.02671772189,0.0521,0.0484,1.0
2327,106.04525919161,1.02344110634,0.2002,0.1853,1.0
2328,106.04410672483,1.01591840456,0.1716,0.1567,1.0
2330,106.04391584484,1.02925723845,0.1167,0.1124,1.0
2331,106.03511400244,1.02814665798,0.0358,0.0339,1.0
2335,106.05137656745,1.03145524441,0.2288,0.2097,0.9411959608048001
2336,106.02296991098,1.02668858448,0.03,0.0295,1.0
2347,106.04793280974,1.02358410031,0.3342,0.3034,0.8180592254262637
2348,106.04965185765,1.02848496416,0.0624,0.0611,1.0
2352,106.04245924897,1.03439874851,0.2244,0.2139,1.0
2353,106.03351040855,1.01327455876,0.0841,0.0911,1.0
2354,106.03101163615,1.02787072144,0.1589,0.1467,1.0
2355,106.04185206861,1.02519002563,0.1282,0.1168,1.0
2358,106.03045016948,1.02922029124,0.0303,0.0282,1.0
2360,106.05075511671,1.01741501004,0.3221,0.2887,0.9537307788764616
2363,106.02688404254,1.03204092037,0.1432,0.13,0.9245616645711442
2364,106.03423834434,1.02595964004,0.0376,0.0349,1.0
2365,106.03209110821,1.02641746127,0.0661,0.0606,1.0
2366,106.02709220516,1.03312071591,0.1752,0.1595,1.0
2367,106.04918363908,1.02858598374,1.0927,1.0546,1.0
2368,106.04288656295,1.01805905442,0.1242,0.1138,1.0
2369,106.02653717055,1.03074005632,0.0634,0.0587,1.0
2372,106.02440239457,1.02958545119,0.0435,0.0426,1.0
2374,106.03806740477,1.01701717226,0.1715,0.1589,1.0
2377,106.03673206481,1.03075282955,0.8702,0.8209,0.8818353167350413
2380,106.02615323164,1.02081088415,0.1976,0.186,1.0
2381,106.04308985573,1.02224059388,0.2347,0.2165,0.7753511067906285
2382,106.03162282192,1.0352963648,0.7089,0.6814,1.0
2383,106.04959220512,1.02001928977,0.0446,0.0416,1.0
2384,106.04654579495,1.02298066973,0.0708,0.0656,1.0
2386,106.03315170279,1.03328224084,0.03,0.028,1.0
2387,106.05919120057,1.02742425379,0.1565,0.1431,1.0
2389,106.04434129475,1.03845357967,0.0325,0.0312,1.0
2392,106.05575231326,1.02867340657,0.0745,0.068,1.0
2393,106.05032718955,1.02039584824,0.2136,0.1971,1.0
2395,106.04163747116,1.0341720424,0.1246,0.1139,1.0
2398,106.04671559794,1.03300959281,0.1419,0.1532,1.0
2400,106.03231489298,1.03470240622,0.2162,0.1962,0.7568672095916643
2401,106.04700718311,1.03144655208,0.0417,0.0455,1.0
2406,106.04036165884,1.0191577375,0.1277,0.1199,1.0
2407,106.05017695265,1.03382163177,0.113,0.106,1.0
2408,106.02751943176,1.03245998594,0.0605,0.0559,1.0
2409,106.04631578991,1.03885216087,0.1465,0.1317,0.9955060262693756
2411,106.04276435093,1.03105786312,0.0425,0.04,1.0
2412,106.03737303232,1.04151161646,0.0463,0.0446,1.0
2413,106.0546339767,1.02691400602,0.0856,0.0784,1.0
2415,106.03271775927,1.01977340029,0.0762,0.0743,1.0
2420,106.03856125735,1.0404055202,0.2862,0.272,0.9721691792704374
2423,106.05774603816,1.02530825406,0.0351,0.0324,1.0
2427,106.02912668692,1.03340028136,0.0335,0.0309,1.0
2428,106.04391296486,1.03993166292,0.0311,0.0289,1.0
2431,106.06447659053,1.05879232593,0.0401,0.0367,1.0
2432,106.05749248802,1.04109930779,0.1005,0.0968,1.0
2439,106.06588087953,1.0557754525,0.0411,0.0401,1.0
2441,106.05283528554,1.04072030677,0.2247,0.2021,1.0
2442,106.04962043428,1.04040350618,0.027,0.025,1.0
2445,106.0651886486,1.03568009683,0.1502,0.1359,1.0
2446,106.05300658911,1.04614746258,0.0284,0.0266,1.0
2447,106.04648942162,1.04597691692,0.0345,0.0312,1.0
2451,106.06258349607,1.04761573588,0.1037,0.0997,1.0
2456,106.06043926583,1.05945439167,0.2578,0.2312,1.0
2457,106.06334702451,1.05432096662,0.0822,0.0751,1.0
2459,106.05146694506,1.05056162617,0.1277,0.1153,1.0
2460,106.05251750829,1.04462629965,0.0677,0.0628,1.0
2461,106.07827834004,1.04608188834,0.0584,0.054,1.0
2464,106.06388661729,1.03645550213,0.0883,0.0818,1.0
2466,106.05225668385,1.05374661416,0.2906,0.2588,1.0
2471,106.07504152702,1.04781485921,0.1459,0.1317,1.0
2472,106.05192449249,1.04866939891,0.521,0.5642,0.7782185458116633
2473,106.05097871399,1.05206990604,0.0504,0.0468,1.0
2475,106.06283356392,1.03422067469,0.0845,0.0764,1.0
2476,106.06454104871,1.03165741758,0.077,0.0828,1.0
2477,106.05276063725,1.0411448876,0.0631,0.0567,1.0
2480,106.0583266096,1.03414355664,0.0409,0.036,1.0
2484,106.07613313918,1.03895833727,0.0384,0.0357,1.0
2485,106.05252813562,1.03548391447,0.0524,0.0515,1.0
2486,106.05643705,1.03476388082,0.0254,0.0234,1.0
2488,106.05548702264,1.04851007935,0.0394,0.0366,1.0
2489,106.04886689638,1.04983049024,0.0505,0.0469,1.0
2490,106.06934309034,1.03296819642,0.0473,0.0436,1.0
2495,106.05210097379,1.04323764986,0.0986,0.086,1.0
2497,106.07189241418,1.04379262175,0.0277,0.0254,1.0
2498,106.06846367554,1.04253983218,0.2718,0.2439,0.863788661839511
2501,106.05491025172,1.0434017255,0.2438,0.2276,1.0
2507,106.0028364286,1.03925189107,0.8056,0.7544,1.0
2509,106.01845347158,1.05592409064,0.0499,0.0468,1.0
2511,106.01278398236,1.03272972546,1.1548,0.9425,0.9797260466220016
2516,106.00750755652,1.0385714467,0.2188,0.1962,1.0
2518,106.03024880188,1.05149381177,0.1024,0.0963,1.0
2526,106.01940509232,1.02711562931,0.0552,0.0512,1.0
2529,106.01748884735,1.06118709732,0.1198,0.1098,1.0
2530,106.01610404895,1.06145133806,0.0701,0.0646,1.0
2532,106.02919139304,1.04779852417,0.0603,0.0558,1.0
2534,106.01694722515,1.03815143877,0.131,0.1279,1.0
2537,106.02133586555,1.04845505982,0.0251,0.0235,1.0
2543,106.01430645689,1.05575800674,0.0621,0.0569,1.0
2545,106.01284021981,1.05738436314,0.0384,0.0357,1.0
2546,106.01597296313,1.05548437326,0.1195,0.1123,1.0
2547,106.03237315695,1.04121075489,0.2557,0.2279,1.0
2549,106.02457414852,1.05621642494,0.215,0.2017,0.743626689463765
2550,106.02126963785,1.05626549486,0.2547,0.1924,1.0
2553,106.01571731491,1.03944338407,0.0438,0.043,1.0
2557,106.01569696954,1.05160946455,0.0525,0.0508,1.0
2560,106.02462724857,1.04084162419,0.0657,0.0612,1.0
2561,106.03344459815,1.04195901561,0.0649,0.0604,1.0
2563,106.03791748393,1.04533392029,0.0742,0.071,1.0
2565,106.03515462654,1.04048599435,0.5229,0.5488,0.8545451231546618
2568,106.0008583003,1.04813189933,0.4711,0.4624,0.8434955553298119
2571,106.02518955273,1.05104782791,0.0593,0.0495,1.0
2576,106.03282916232,1.04897615484,0.1317,0.1237,1.0
2579,106.01726587337,1.05689592725,0.4913,0.4952,0.7708340352609789
2580,106.02157191057,1.03641727509,0.1676,0.1526,1.0
2582,106.03310813355,1.04633395177,0.0922,0.0909,1.0
2583,106.0088142117,1.04653803597,0.1733,0.1654,1.0
2584,106.02058607617,1.05284854473,0.1594,0.1442,1.0
2585,106.03697981555,1.04655053467,0.0658,0.0643,1.0
2587,106.02214845052,1.05005342121,0.0245,0.0228,1.0
2588,106.00593793644,1.04407502572,0.1136,0.1044,1.0
2589,106.03246038215,1.04037167157,0.1255,0.1051,1.0
2591,106.03478156837,1.04460879609,0.2087,0.1998,1.0
2592,106.02685664708,1.04451894267,0.1151,0.1048,1.0
2593,105.99813306977,1.04492252087,0.1098,0.1036,0.8346276784234808
2597,105.99927186417,1.04282420721,0.3718,0.3807,1.0
2598,106.01776386365,1.04178654382,0.1908,0.173,1.0
2603,106.03851659647,1.07946004441,0.0377,0.0346,1.0
2604,106.06032635725,1.06428640632,0.1045,0.0946,0.866314969859887
2609,106.03356182776,1.05912829117,0.1277,0.1148,1.0
2613,106.03135983525,1.06942351543,0.0596,0.0546,1.0
2616,106.04025917564,1.0619445105,0.2511,0.2264,1.0
2617,106.04065306183,1.05381038656,0.0837,0.0758,0.9537307788764616
2618,106.04501418765,1.06959657652,0.0294,0.0272,1.0
2620,106.03599086603,1.06331766345,0.0839,0.0763,0.913344754695288
2622,106.04223160442,1.05782604694,0.1562,0.1389,0.7468428761297887
2623,106.04507986656,1.06993078675,0.1489,0.1346,1.0
2624,106.04593282608,1.06091820199,0.5176,0.5229,0.8269593206392672
2630,106.04257534199,1.05303895383,0.1056,0.095,1.0
2632,106.04348385469,1.07821400038,0.1853,0.168,0.9197528479094876
2639,106.03673936021,1.05861665951,0.2554,0.2281,1.0
2644,106.03850930938,1.05422371635,0.0245,0.0227,1.0
2645,106.03384681352,1.05778873916,0.0406,0.0375,1.0
2647,106.03095081068,1.05959513464,0.0656,0.0603,1.0
2648,106.03568814156,1.0727772013,0.196,0.1758,1.0
2651,106.03553112229,1.05469300747,0.0397,0.0367,1.0
2652,106.03825171303,1.0514306857,0.0663,0.0605,1.0
2653,106.03542071092,1.05344928416,0.1367,0.123,1.0
2654,106.04093082539,1.04833531527,0.043,0.0387,1.0
2655,106.03373658863,1.05436418427,0.0311,0.0287,1.0
